index,an_base,nm_programa,nm_producao,nm_subtipo_producao,ds_abstract,nm_discente,nm_area_conhecimento,nm_area_avaliacao,nm_orientador
1336029,2016,HISTORIA,O CLERO SECULAR NO BISPADO DO RIO DE JANEIRO E O MÚNUS EPISCOPAL DE D. FRANCISCO DE SÃO JERÔNIMO (1702-1721),DISSERTAÇÃO,"BY THE ANALYSIS OF PRIESTLY QUALIFICATION PROCESSES FOUND IN METROPOLITAN CURIA ARCHIVE OF RIO DE JANEIRO RELATED TO RIO DIOCESE, IT IS POSSIBLE TO SEE THAT IN THE FIRST DECADES OF THE EIGHTEENTH CENTURY, THERE WAS A SIGNIFICANT INCREASE OF THE NUMBER OF INDIVIDUALS SEEKING TO BE PART OF THE CLERICAL CADRES THROUGH ORDINATION. ALTHOUGH IT IS DIFFICULT TO DRAW A SINGLE PROFILE OF THE SECULAR CLERGY IN TERMS OF THEIR SOCIAL ORIGIN, THIS STUDY WILL MAKE A FEW REMARKS ABOUT WHO WERE THOSE ORDINANDS, THAT IN THE ADMINISTRATION OF D. FRANCISCO DE SÃO JERÔNIMO AS BISHOP OF RIO, DECIDED TO FORMALIZE THEIR CLAIMS BY PRIESTLY WAY IN THE FORM OF PROCESSES. BY COLLECTING INFORMATION HELD BY COMPLETING RECORDS – PRESENTING INDICES RELATED TO OCCUPATION OR GEOGRAPHIC ORIGINS OF THE FAMILY – SOME TRENDS HAVE BEEN NOTED WITH RESPECT TO THOSE ENTERING. IN ADDITION, ALSO SOUGHT TO EXPLAIN WHY IN THE BISHOPRIC OF D. FRANCISCO DE SÃO JERÔNIMO THE AMOUNT OF PRIESTLY QUALIFICATION PROCESS WAS SO DIFFERENT WHEN COMPARED TO THE PRELATES WHO RULED THE SAME DIOCESE IN THE LATE SEVENTEENTH CENTURY AND THE FIRST HALF OF EIGHTEENTH CENTURY. IT SHOULD BE CONSIDERED, THEREFORE, THAT THE INCREASE IN PROCESSES MAY HAVE BEEN PART OF A POLICY OF D. FRANCISCO, GIVEN THE PARTICULARITY OF THIS NUMBER. ONE SHOULD NOT DISREGARD, HOWEVER, THE IMPORTANCE OF THE CONTEXT OF THE EARLY EIGHTEENTH CENTURY, A PERIOD WHEN THE BISHOPRIC OF RIO DE JANEIRO WOULD ACQUIRE SPECIAL RELEVANCE IN THE PORTUGUESE EMPIRE DUE TO THE AURIFEROUS DISCOVERIES IN THE REGION OF MINAS GERAIS AND THE CONSEQUENT POPULATION GROWTH ON THE SPOT AND ITS SURROUNDINGS.",FERNANDA VINAGRE FERREIRA,HISTÓRIA,HISTÓRIA,ANDERSON JOSE MACHADO DE OLIVEIRA
1336030,2016,HISTORIA,RAINHA DA “BOA PAZ E CONCÓRDIA”: A CONSTRUÇÃO DA IMAGEM DE BEATRIZ DE CASTELA NAS CRÔNICAS DE RUI DE PINA,DISSERTAÇÃO,"THIS STUDY HAS AS CENTRAL PURPOSE TO GIVE CONTRIBUTIONS TO THE GENDER QUESTIONS RELATED TO THE PERIOD OF THE LATE MIDDLE AGES, EVOCATING THE IMAGE OF BEATRICE OF CASTILE, A LITTLEKNOWN QUEEN IN THE LUSITANIAN AND, ESPECIALLY, BRAZILIAN HISTORIOGRAPHIES. TAKING AS SOURCES THE CHRONICLE OF D. DINIS AND THE CHRONICLE OF D. AFONSO IV, BOTH DEVELOPED BETWEEN THE END OF THE FIFTEENTH CENTURY AND THE BEGINNING OF THE SIXTEENTH CENTURY BY RUI DE PINA, THE DISSERTATION ANALYSES A ROYAL EXALTATION DISCOURSE THAT HAS AS PRINCIPAL NARRATIVE THE REIGNS OF THE FATHER-IN-LAW OF THE CASTILIAN, THE KING D. DINIS OF PORTUGAL, AND OF HIS HUSBAND, D. AFONSO IV, HISTORICALLY SITUATED BETWEEN THE SECOND HALF OF THE THIRTEENTH CENTURY AND THE MIDDLE OF THE FOURTEENTH CENTURY. SEEKING TO FOCUS IN THE REPRESENTATION OF BEATRICE CONSTRUCTED BY THE CHRONICLER DURING THE DEVELOPMENT OF HIS WORKS, THE RESEARCH, THEN, INTENDS TO UNDERSTAND WHICH IMAGE OF THE CASTILIAN IT DESIRED, IN THE PERIOD WHEN THE AUTHOR WROTE THEM, TO REMAIN IN PORTUGUESE MEMORIES. THERE IS, AT LAST, NOT ONLY THE NECESSITY OF COMPARING THE INVESTIGATED SOURCES FOR THE PURPOSE OF IDENTIFYING THE CONSTANCIES AND RUPTURES REFERRING TO THAT FEMININE FIGURE, BUT ALSO IN WHAT THEY ASSOCIATE (OR NOT) WITH THE IDENTITIES ATTRIBUTED TO THE HUSBAND AFONSO",PRISCILA CARDOSO SILVA,HISTÓRIA,HISTÓRIA,MIRIAM CABRAL COSER
1336100,2016,HISTORIA,O QUARTEL E A FAZENDA: ENTIDADES DE PROPRIETÁRIOS RURAIS FRENTE AOS REGIMES MILITARES NO BRASIL E ARGENTINA (1964-1983),DISSERTAÇÃO,"IN THIS PAPER WE COMPARE THE RELATIONS OF THE ENTITIES OF BRAZILIAN LANDOWNERS AND ARGENTINE FRONT OF THE MILITARY DICTATORSHIPS IN THEIR COUNTRIES. WE WILL OBSERVE THE CHARACTERISTICS OF THE CIVIL-MILITARY COUPS AND THE CONSEQUENCES THAT SUCH GOVERNMENTS LED, WITH AN EMPHASIS ON AGRARIAN POLICY ADOPTED. DURING THIS RESEARCH, WE WILL SEE THAT IN SPITE OF PERIODS OF ""HONEYMOON"" BETWEEN OWNERS AND GOVERNMENT, WE CAN NOT SAY THAT THROUGHOUT THE PROCESS THERE WAS SUCH SUPPORT. THE HETEROGENEOUS CHARACTER OF THE DIFFERENT PRESIDENTS, SUCCESSIVE CHANGES OF INTERNAL AND EXTERNAL ECONOMY, CAUSED VARIOUS REACTIONS FROM THE THREE ENTITIES STUDIED IN THIS WORK: SOCIEDAD RURAL ARGENTINA, THE BRAZILIAN RURAL SOCIETY AND THE NATIONAL AGRICULTURE SOCIETY. LAND REFORM, RELEVANT THEME IN THE HISTORY OF LATIN AMERICA, ALSO WON A PLACE IN THIS WORK. WE ANALYZE HOW LANDOWNERS TREATED THIS CONTROVERSIAL TOPIC. WE BROUGHT TO THE DEBATE THE VIEW THAT THE LANDOWNER HAD REFORM, WHICH WAS THE KIND OF REFORM THAT THEY CRAVED. THE QUESTION OF THE SIZE OF THE STATE, IN VIEW OF THE OWNERS, WAS ALSO HIGHLIGHTED. CRITICISM OF STATE INTERVENTION IN THE ECONOMY, AS WELL AS CRITICISM OF TAX POLICIES WILL BE ANALYZED IN THE FOLLOWING PAGES. WE WILL NOTICE ALSO, POLICIES THAT FAVORED OR NOT, THE AGRICULTURAL SECTOR, AS WELL AS PERIODS WHEN THE INDUSTRIALIZING VIEW OF SOME PRESIDENTS TROUBLED, DEEPLY, THE OWNERS. THE PURPOSE OF THIS WORK IS TO BRING THE READER AN IN-DEPTH STUDY OF THE PERIOD 1964-1983. THROUGH IT, THE READER WILL BE AWARE THAT DICTATORSHIPS, BRAZIL AND ARGENTINA, WENT THROUGH VARIOUS PROCESSES AND CAN NOT IN ANY WAY BE SEEN AS SOMETHING HOMOGENEOUS.",LEANDRO GOMES GENTIL,HISTÓRIA,HISTÓRIA,VANDERLEI VAZELESK RIBEIRO
1336139,2016,HISTORIA,JUNTANDO AS PEÇAS: O PROCESSO DE FORMAÇÃO DA BIBLIOTECA DA ACADEMIA IMPERIAL DE BELAS ARTES (1826-1855),DISSERTAÇÃO,"THE RESEARCH FOCUSED ON THE FORMATION PROCESS OF THE ACADEMIA IMPERIAL DE BELAS ARTES LIBRARY FROM 1826, THE YEAR OF THE BEGINNING OF THE INSTITUTION ACTIVITIES, TO 1855, WHEN IT WAS IMPLEMENTED ""REFORMA PEDREIRA"". THIS PERIOD INCLUDES THE INSTRUCTIONS OF HENRIQUE JOSÉ DA SILVA, GRANDJEAN DE MONTIGNY, FÉLIX-ÉMILE TAUNAY, JOB JUSTINO DE ALCÂNTARA AND MANOEL DE ARAÚJO PORTO-ALEGRE. THE LIBRARY WAS FORMED ON A SLOWLY WAY AND IT WAS ACQUIRING SOME BOOKS THROUGH DONATIONS, SUBSCRIPTION OR SIMPLY BY BUYING THEM. IT HAD MODEST DIMENSIONS AND IT WAS ASSIGNED IN A ROOM INSIDE PALÁCIO DAS BELAS ARTES, WHICH DIVIDED THE SPACE WITH OTHER ACTIVITIES. THE PROCESS OF THE LIBRARY CREATION WAS DISCUSSED AS PART OF THE HISTORY OF THE ACADEMY AND IT WAS INTENDED TO IDENTIFY THE ACTORS INVOLVED, THE STRATEGIES THEY HAVE TAKEN, THE BOOKS AND THE DATES OF THEIR ENTRY AND LIST OF THE TITLES WHICH WE CAN USE IN THE CAREER STRUCTURE AND SUBJECT PROGRAMS.",MARINA JARDIM E SILVA,HISTÓRIA,HISTÓRIA,ANITA CORREIA LIMA DE ALMEIDA
1336318,2016,HISTORIA,"FEDERALISMO, AUTONOMIA E INTERVENÇÃO: O CASO DA CRIAÇÃO DA PREFEITURA DE NOVA IGUAÇU, EMBATES POLÍTICOS ENTRE PODERES MUNICIPAL E ESTADUAL NA PRIMEIRA REPÚBLICA.",DISSERTAÇÃO,"THIS STUDY ADDRESSES THE CAUSES AND AFFECTS OF THE INTERVENTION OF THE STATE PRESIDENTE OF RIO DE JANEIRO RAUL DE MORAES VEIGA IN NOVA IGUAÇU, WHICH RESULTS IN THE CREATION OF THE MAYORAL REGIMEN AND THE CONSEQUENTE APPOINTMENT OF SANITARIAN MÁRIO PINOTTI FOR MAYOR, SO AS THE MAIN REACTION AND RESULT OF THE INTERVENTION, WHICH COMES FROM THE COUNTY IN THE FORM OF AN APPLICATION FOR HABEAS-CORPUS MADE BY THE PRESIDENT OF THE CITY COUNCIL ERNESTO FRANÇA SOARES. AMONG THE CAUSES FOR STATE INTERVENTION ARE THE VAGUENESS OF AN ADMINISTRATIVE STRUCTURE MODEL FOR THE COUNTY, EITHER IN THE STATE OR IN THE UNION, AND THE SEARCH FOR POLITICAL SUPPORT IN THE COUNTIES BY THE STATE PRESIDENT AND THE POLITICAL GROUP IN WHICH IT WAS INSERTED. THE CONSEQUENCES INCLUDE THE USE OF THAT MAIN REACTION IN THE CURRENT DEBATES ABOUT COUNTY'S AUTONOMY AND CONSTITUTIONAL REFORM OF THE STATE IN 1920. THEREFORE, THIS STUDY AIMS TO DEMONSTRATE THE IMPORTANCE OF THE CASE OF NOVA IGUAÇU'S REACTION IN THE POLITICAL'S PERIOD, SET IN DEBATES ABOUT KEY THEMES ON THE FIRST BRAZILIAN REPUBLIC: AUTONOMY AND FEDERALISM.",ADRIANO DOS SANTOS MORAES,HISTÓRIA,HISTÓRIA,MARCELO DE SOUZA MAGALHAES
1374105,2016,HISTORIA,COTIDIANO REVELADO: O TRABALHO DO MOTOTAXISTA NA CIDADE DE MONTES CLAROS/MG – 1996 A 2016,DISSERTAÇÃO,"THE CHANGES IN THE CAPITALIST MODE OF PRODUCTION HAVE FORCED PEOPLE TO TRY ALTERNATIVE FORMS OF WORK IN ORDER TO GET THE NECESSARY FOR SURVIVAL AND LIVELIHOOD. THAT HAPPENS BECAUSE THE ECONOMIC SYSTEM CONTINUOUSLY CHANGES THE STRUCTURE OF THE LABOR OCCUPATIONS; IT THROWS INDIVIDUALS IN CIRCUMSTANCES WHERE THEY ARE EXCLUDED FROM WHAT IS CONSIDERED A FORMAL WORK. ALTERNATIVE JOBS, BESIDES BEING RESULTING FROM THE CHANGES IN THE FORM OF ORGANIZATION OF PRODUCTION, WHICH TOOK PLACE IN THE ECONOMY, ALSO BECAME A RESPONSE FOR THE CYCLICAL MOVEMENT OF CONSTRUCTION AND DECONSTRUCTION OF THE PROFESSIONS. THEREFORE, THIS STUDY PROPOSAL AIMED TO IDENTIFY HOW THE MOTORCYCLE TAXI WORK EMERGED IN THE MONTES CLAROS TOWN / MG, AND HOW THE WORKERS SET UP THEIR DAILY ROUTINES, HIGHLIGHTING THEIR PROFESSIONAL EXPERIENCES. THE CONSTRUCTION OF THIS RESEARCH HAD PLACE IN THE HISTORIOGRAPHY OF THE CURRENT AND SOCIAL TIMES, BASED ON THE ORALITY OF RESPONDENTS, AS WELL AS IN THEIR OWN MEMOIRS ADDED TO THE MEMOIRS GENERATED BY THE NEWS. THE INTERVIEWS WAS MADE UP IN A FREE FORM, WHERE EACH MOTORCYCLE TAXI WORKER REPORTED HIS OWN DAILY AND GROUP ACTIVITIES IN THE EXECUTION OF THEIR JOBS. THE RESULTS SHOW THAT THE MOTORCYCLE TAXI CAME, A PRIORI, AS A RESULT FROM THE EFFECT OF UNEMPLOYMENT IN THE ECONOMY. IT SHOWS A DAILY MARKED BY POWER RELATIONS FLUID AND MULTIPLE, WHICH SOMETIMES HAVE PRINTED AND STILL PRINTS TO THAT JOB, INAPPROPRIATE CHARACTERISTICS AS ILLEGALLY, THIS ARISING FROM RELATIONSHIPS ESTABLISHED AMONG STATE, LABOR, CITY, BUSINESS GROUPS AND OTHER WORKERS. ACTUALLY (1996-2016), THE MOTORCYCLE TAXI SHOWS UP AS A PROFESSION THAT IS STILL UNDER CONSTRUCTION HOWEVER, IT ALSO AGREE TO THE CAPITALIST LOGIC OF OBTAINING PROFITABILITY.",CRISTIANO BARBOSA,HISTÓRIA,HISTÓRIA,REJANE MEIRELES AMARAL RODRIGUES
1374506,2016,HISTORIA,COMUNIDADE BREJO DOS CRIOULOS: CONSTRUÇÃO SOCIAL DA IDENTIDADE DOS REMANESCENTES QUILOMBOLAS DE SÃO JOÃO DA PONTE-MG,DISSERTAÇÃO,"CON EL FIN DE ANALIZAR EL PROCESO DE CONSTRUCCIÓN DE LA IDENTIDAD EN LO RESTANTE DE LOS QUILOMBOS EN LA COMUNIDAD DE BREJO DE LOS CRIOLLOS, SE REALIZÓ UNA BÚSQUEDA GUIADA POR LA HISTORIA ORAL. EL PROCESO DE FORMACIÓN DE ESTA MATRIZ DE IDENTIDAD ES EL PRODUCTO DE UN NÚMERO SOMÁTICO DE OTROS PROCESOS HISTÓRICOS, CULTURALES, SOCIALES, POLÍTICOS Y ECONÓMICOS, DETERMINADOS EN GRAN MEDIDA POR EL ESPACIO SOCIAL EN EL QUE SE CIRCUNSCRIBEN A LOS REPRESENTANTES DE ESTA COMUNIDAD. LA HISTORIA DE LA OCUPACIÓN Y LA COLONIZACIÓN, POR BANDERAS PAULISTAS Y BAHIANAS, ECLIPSADO OTRA ACCIÓN DE LA OCUPACIÓN, LA DE ""AQUILOMBADOS NEGROS DEL DESIERTO DE LAS GERAIS"". LA HISTORICIDAD QUE NARRA LA DINÁMICA DEL PODER Y LA DOMINACIÓN POLÍTICA EN SÃO JOÃO DA PONTE, POR UN LADO, ASÍ RETRATA LAS RELACIONES PATERNALISTAS, POR FAVOR, AMIGUISMO, POR EL OTRO, MARGINA A LOS SUJETOS QUE NO ""ENCAJAN"" EN LOS MODELOS Y CATEGORÍAS SOCIALES QUE A ELLOS LE IMPUSIERON, DEJANDO LOS RESTOS DEL QUILOMBO DE OCUPANTES ILEGALES DE TIERRAS ""AGUA MALA"", EL APARTAMENTO DEL ESPACIO SOCIAL, BORDEADO POR LAS FRONTERAS SIMBÓLICAS. CONSTRUIDO EN CONDICIÓN MARGINAL, LA INTERNALIZACIÓN DE NEGATIVIZACIÓN DE COLOR Y ""DOMESTICACIÓN"" DE LOS NEGROS DEL BREJO Y EN MEDIO A LA DEGRADACIÓN DE SU TERRITORIALIDAD, LA IDENTIDAD SOCIAL DE ESTOS SUJETOS MARCA QUE LA RELACIÓN YO-OTRO, PERMEADA POR DIVISIONES Y ANTAGONISMOS SOCIALES SURGIÓ UNA VARIEDAD DE ""POSICIONES DE SUJETO"". EXISTE, POR TANTO, QUE, EN RELACIÓN CON EL OTRO Y SU UBICACIÓN EN EL ESPACIO-TIEMPO QUE DA FORMA A LA IDENTIDAD. TAMBIÉN ES UNA CONTINUACIÓN DE LOS PROCESOS HISTÓRICOS, LA IDENTIDAD SE CONVIERTE CAMBIANTE Y SIEMPRE PUEDE TOMAR OTRAS FORMAS, EN UN CONSTANTE MOVIMIENTO DE (RE)CONSTRUCCIÓN.",LAURA APARECIDA GOMES OLIVEIRA,HISTÓRIA,HISTÓRIA,RENATO DA SILVA DIAS
1374507,2016,HISTORIA,CORPOS QUE PERTURBAM: A REPRESENTAÇÃO DO CORPO NA CONTEMPORANEIDADE A PARTIR DE MÁ EDUCAÇÃO E A PELE QUE HABITO,DISSERTAÇÃO,"THE BODY, ITS REPRESENTATIONS AND MEANINGS ACT AS THE ROLE OF HISTORICAL RESEARCH OBJECT, ESPECIALLY THIS RESEARCH THAT ITS INTENTION IS TO UNDERSTAND HOW THE BODY REPRESENTATIONS ARE CONSTRUCTED IN CONTEMPORARY FILMS AS FROM LA MALA EDUCACION (2004) AND LA PIEL QUE HABITO (2011). THE AUTHORIAL CINEMATOGRAPHY OF THE SPANISH DIRECTOR PEDRO ALMODÓVAR MAKES POSSIBLE TO QUESTION INQUIRIES ABOUT SEVERAL ISSUES, ESPECIALLY REGARDING THE BODY CONSTRUCTION AND REPRESENTATION, AS FROM THE FILMIC ANALYSIS OF HIS WORK IT IS POSSIBLE TO IDENTIFY THE ISSUES OF CONSTRUCTION OF SUBJECTIVITY AND THE WAY WHICH THE SUBJECT IS MADE AVAILABLE TO THE SOCIAL FIELD AND CROSSED BY REGULATORY AND DISCIPLINARY KNOWLEDGE-POWER DEVICES. FOR THE METHODOLOGICAL WORK, FIRST OF ALL, IT WAS NECESSARY TO THINK OF CINEMA AS DISCOURSE AND, ABOVE ALL, AS A GENDER TECHNOLOGY (LAURETIS, 2008), IN OTHER WORDS, THEY ARE STRATEGIES OF KNOWLEDGE / POWER TO REORIENT THE CONFIGURATION OF STRUCTURES AND FORGE IDENTITIES RECREATING THE REAL. IN THE ARCHAEO-GENEALOGY OF DISCURSIVE PRACTICES IT IS POSSIBLE TO UNDERSTAND HOW THE KNOWLEDGE AND REPRESENTATIONS OF THE BODY WERE CONSTRUCTED UNTIL THE CONTEMPORARY TIME. THEREFORE, THE PROPOSITION OF THIS RESEARCH IS DONE WITH THE EFFORT TO SEEK THE SUBJECTIVE PROCESSES THAT OCCUR OVER TIME AND CAUSE CRACKS IN ENGINEERED STRUCTURES OF MODERNITY.",ANA PAULA JARDIM MARTINS,HISTÓRIA,HISTÓRIA,CLAUDIA DE JESUS MAIA
1374582,2016,HISTORIA,O NORTE DE MINAS “NA ORDEM E NO PROGRESSO”: UMA ANÁLISE DOS PROCESSOS CRIMINAIS E DA ADMINISTRAÇÃO DA JUSTIÇA (1889-1930),DISSERTAÇÃO,"THE PRESENT STUDY’S CENTRAL OBJECTIVE IS TO DISCUSS ABOUT THE SOCIAL PRACTICES FOCUSED ON THE MINAS GERAIS’S NORTH REGION CRIMINALITY AS WELL TO ANALYZE THE ADMINISTRATION MANNER AND THE ORGANIZATIONAL STRUCTURE OF THE JUDICIAL POWER DURING THE PERIOD OF TIME COMPREHENDED BETWEEN THE YEARS OF 1889 AND 1930. THROUGH THE ANALYSIS OF CRIMINAL LAWSUITS CONCERNING OF HOMICIDE AND BODY INJURY CRIMES ESTABLISHED IN THE MONTES CLAROS’S JUDICIAL DISTRICT, IT IS AIMED TO COMPREHEND THE SOCIAL PRACTICES AND VALUES THAT CONCURRED ON THE HAPPENING OF OFFENSES AGAINST LIFE. BY THE EVALUATION OF THE DENOUEMENT REACHED ON THE CRIMINAL LAWSUITS ANALYZED (CONDEMNATION, ABSOLUTION AND LIMITATION NUMBER), IT IS INTENDED TO CLARIFY THE JUDICIAL POWER’S EFFICIENCY LEVEL IN THAT TIME, THE POSTURE ADOPTED BY THE JUDGES AND THE STATE’S SOCIAL AND STRUCTURAL FACTORS THAT DELIMITED THE CRIMINAL LAWSUITS JUDGEMENT. DURING THE RESEARCH WE STILL DISCUSSED ABOUT HOW THE LEGISLATIVE CHANGES AND THE REGIONAL POLITICAL ISSUES INTERFERED IN THE SPEECHES AND IN THE ACTING OF THE MEMBERS OF THE CIVIL SOCIETY AND OF THE ONES THAT DEAL WITH THE LAW (JUDGES, PROSECUTORS, LAWYERS, POLICE CHIEFS, ETC) DURING THE FIRST DECADES OF THE REPUBLICAN SYSTEM EFFECTIVENESS. AS THE LAST RESEARCH POINT WE EVALUATED THE DIVERSE BARRIERS IDENTIFIED IN OUR RESOURCES AS IMPEDITIVE OF THE JUSTICE’S EFFICIENT ACTION AND ALSO OF THE PRISON SYSTEM’S STRUCTURAL CONDITIONS, IN WHICH WAS TRUSTED THE INCARCERATION AND RESOCIALIZATION OF THE OFFENDERS INDIVIDUALS. THE CRIMINAL LAWSUITS REPRESENT OUR MAIN RESOURCE, HOWEVER THEY WERE NOT THE ONLY DOCUMENTS ANALYZED. BESIDES THE BIBLIOGRAPHIC ANALYSIS WE CONDUCTED A COLLECTION OF DATA CONTAINED IN NEWSPAPERS AND PROVINCIAL REPORTS PRODUCED BY THE MINAS GERAIS’S GOVERNORS DURING THE PERIOD OF TIME COVERED IN OUR RESEARCH.",KEILA DAS DORES ALVES,HISTÓRIA,HISTÓRIA,ALYSSON LUIZ FREITAS DE JESUS
1374623,2016,HISTORIA,DIANTE DO TRIBUNAL: TRABALHADORES DO BRASIL E A JUSTIÇA DO TRABALHO (1941 A 1946),DISSERTAÇÃO,"THE PRESENT STUDY AIMS TO EXAMINE THE EXPERIENCE EXPERIENCED BY WORKERS IN THE LABOR COURT IN BELO HORIZONTE/MG IN THE PERIOD FROM 1941 TO 1946, USING THE LABOR CLAIMS HAS AS A SOURCE OF RESEARCH, ON THE ASSUMPTION THAT THIS ORGAN WAS A LOCUS OF TENSIONS, BUT ALSO INTERESTS AND ACHIEVEMENTS, WITHOUT WHICH THIS APPROACH MEANS A HISTORIOGRAPHIC CURRENT MEMBERSHIP OF THIS INSTITUTION WAS AN ORGAN CREATED TO SERVE AS AN INSTRUMENT OF CONTROL IN THE FACE OF THE WORKERS. TO THIS END, THE ANALYSIS INCLUDES A QUANTITATIVE SURVEY OF 194 SHARES, IN ADDITION TO USING THE BULLETINS FROM THE MINISTRY OF LABOR, INDUSTRY AND TRADE (MTIC), THE JOURNAL OF LABOR AND PAPER IN TIME AS SOURCES TO UNCOVER THE ACTIVITIES OF THIS JUSTICE THAT STRUCTURALLY WAS A EXECUTIVE ADMINISTRATIVE INSTITUTION, AS THIS LEGAL FIELD WAS HEAVILY USED BY WORKERS TO ENSURE AND/OR CONQUER LABOR RIGHTS.",JOSE AUGUSTA BARBOSA DOS SANTOS,HISTÓRIA,HISTÓRIA,CARLA MARIA JUNHO ANASTASIA
1374887,2016,HISTORIA,"AS VÁRIAS FACES DE UM MITO: D. MARIA DA CRUZ ENTRE HISTÓRIAS, MEMÓRIAS E NARRATIVAS",DISSERTAÇÃO,"THIS PAPER ANALYZES THE DIVERSITY OF IMAGES FORGED OVER TIME OF MARIA DA CRUZ PORTOCARREIRO, A LEADING RIOTS IN 1736 OCCURRED IN THE NORTH OF MINAS GERAIS. ENCOMPASSING THIS ANALYSIS THE SPEECHES IN HIS TIME, REPRESENTATIVES OF THE KING; THE HISTORY AND THE MEMORY AND IMAGINATION OF RESIDENTS OF PEDRAS DE MARIA DA CRUZ. IN THIS PERSPECTIVE, WE ALSO SEEK TO UNDERSTAND, THROUGH ORAL HISTORY, NOT ONLY THE MEMORIES THAT SURVIVE IN THIS CITY THROUGH “HEARSAY” BUT THE APPROPRIATION OF THE MARIA DA CRUZ, FIGURE TO COMPOSE LOCAL AND REGIONAL CIVIC SYMBOLS. THUS, IT BECOMES POSSIBLE TO VIEW THE VARIOUS REPRESENTATIONS BUILT AROUND THIS WOMAN IN HIS TIME AND BEYOND, MEMORY AND IMAGINATION OF RESIDENTS OF CITY THAT TAKES ITS NAME.",LIVIA RODRIGUES CANABRAVA,HISTÓRIA,HISTÓRIA,RENATO DA SILVA DIAS
1374971,2016,HISTORIA,“O MELHOR CARNAVAL DO INTERIOR DE MINAS” CONSTRUÇÃO DO CARNAVAL DE RUA E DOS CLUBES DE GOVERNADOR VALADARES,DISSERTAÇÃO,"THE GOVERNADOR VALADARES CARNIVAL EMERGED AS A LOCAL SPONTANEOUS DEMONSTRATION, WHEN IT WAS STILL THE DISTRICT OF FIGUEIRA, BELONGING TO THE CITY OF PEÇANHA. THE CELEBRATION OF CARNIVAL IN THIS LOCALITY WAS GIVEN THROUGH EXISTING FESTIVALS OF MEDIA IN THE COUNTRY, SINCE THIS COMMUNITY HAS TO DEVELOP FROM THE RAILROAD STATION OPENING VITÓRIA TO MINAS AND BECAME A TRADING POST IN THE REGION AND ATTRACTING PEOPLE FROM ALL OVER THE COUNTRY. AFTER THE EMERGENCE OF SOCIAL CLUBS ILUSÃO AND MINAS, FREQUENTED BY THE ECONOMIC ELITE OF THE CITY, THE DISPUTE BETWEEN THE TWO ENTITIES IN THE FLOATS PARADE SET THE MAIN CARNIVAL ELEMENT OF THE 1950S, SO THAT VALADARENSES BEGAN REFERRING TO REVELRY THE CITY AS ""THE BEST CARNIVAL IN THE INTERIOR OF MINAS"". THROUGHOUT THE 1960S, BOTH CLUBS LEFT THE STREET CARNIVAL, RESTRICTING THE BALL IN THEIR HALLS. AFTER THE LOSS OF THIS ELEMENT, THE STREET CARNIVAL VALADARENSE WAS DOMINATED BY SAMBA SCHOOLS. MADE UP OF PEOPLE WITH NO PURCHASING POWER, THE SAMBA SCHOOLS COULD NOT OFFER A VISUAL SPECTACLE OF THE SAME SIZE THAT THE DISPUTE BETWEEN THE TWO SOCIAL CLUBS. IN THIS RESEARCH, WE ANALYZED THE TRANSFORMATIONS UNDERGONE IN THE CARNIVAL OF GOVERNADOR VALADARES, FOCUSING ON HOW THESE CHANGES WERE ASSESSED IN THE NEWSPAPER DIÁRIO DO RIO DOCE, HE CONTINUED TO HAVE AS BENCHMARK CARNIVAL 1950S, SUPPOSEDLY ""THE BEST CARNIVAL IN THE INTERIOR OF MINAS"". WE SEEK TO UNDERSTAND HOW THE ATTACHMENT TO THIS TITLE REFLECTS SOCIAL ISSUES OF THE CITY, AND HOW THESE ISSUES INFLUENCED THE END OF VALADARENSE CARNIVAL.",ANA LUIZA FERREIRA COELHO,HISTÓRIA,HISTÓRIA,JEANETH XAVIER DE ARAUJO
1374972,2016,HISTORIA,A REINVENÇÃO DO MITO MARIANO: A “ENVAGINAÇÃO” DOS FILMES DE CRISTO NO CINEMA E O IMAGINÁRIO FEMININO,DISSERTAÇÃO,"THIS RESEARCH INVESTIGATES THE REPRESENTATIONS OF THE VIRGIN MARY IN THE FILMS: THE KING OF KINGS (1961) AND MARIA, FIGLIA DEL SUL FIGLIO (2000). THESE FILMS, AS SOURCES, DEPICT AND REINFORCE A CERTAIN IMAGINARY CONSTRUCTION OF SOCIETY IN RELATION TO THE FEMALE. TO ESTABLISH A COMMUNITY OF SENSE, THEY REVEAL IDEAS THAT ARE PRESENTS IN THE SOCIETY AT THE TIME THEY WERE LAUNCHED. THUS, THIS DISSERTATION DEMONSTRATES HOW THE TWO MARYS ARE INSERTED, EACH ONE, IN A RESPECTIVE FEMALE SOCIAL IMAGINARY. THE FIRST BELONGS TO AN IMAGINARY CONSERVATIVE, TRADITIONAL AND THE SECOND, TO A NEW IMAGINARY, DISTINCT WITH BREAKDOWNS ELEMENTS. SO, MOTIVATED BY MARIAN REPRESENTATIONS IN THE MOVIES, WE ANALYZE THE FEMALE SOCIAL IMAGINATION OF THE MOTHER OF CHRIST TO ADDRESS, OF COURSE, THE MOTIVATIONS THAT DROVE THE PRODUCTION OF EACH IMAGINARY THAT INVOLVE THE MOVIES IN THE MENTIONED PERIODS.",RODOLPHO ALEXANDRE SANTOS MELO BASTOS,HISTÓRIA,HISTÓRIA,HELEN ULHOA PIMENTEL
